_TYPE_;_FREQ_;bias1;msen1;leftcov1;rightcov1;power1;bias2;msen2;leftcov2;rightcov2;power2;width1;width2;MSPEN;rmsen1;rmsen2;rmspen;n;ncov;epv;method;truebeta1;truebeta2
0;120001;0.8435300232;2.9722223829;0.5479;0.5686;0.0143;0.0895991635;1.0025923454;0.5546;0.5537;0.1487;4.3283412162;2.1036461681;;21.114766336;12.263313248;;150;5;3;LXPMLE;-0.693147181;0.6931471806
0;83111;0.4460044415;0.7222410527;0.9886896884;0.9985561304;0.0027674167;-0.00230808;0.3735190393;0.9860425942;0.9876067862;0.1763927325;6.6978216171;2.5238752365;;10.408465684;7.4851757424;;150;5;3;Exact;-0.693147181;0.6931471806
0;83111;0.4460044415;0.7222410527;0.9783419564;0.998435808;0.0121525689;-0.00230808;0.3735190393;0.9762964746;0.9787029238;0.2317410661;5.7213306427;2.278482914;;10.408465684;7.4851757424;;150;5;3;Mid-P;-0.693147181;0.6931471806
0;10000;-5.779771198;144.79719753;0.9699;0.9999;0.0302;0.0182689319;1.2040778909;0.9841;0.9807;0.2438;4.2297613319;2.2109129946;1.0577331753;147.37564123;13.439184634;1.0284615575;150;5;3;ML;0;0.6931471806
0;10000;0.0950964637;0.7342309383;0.9603;0.9966;0.0431;-0.000817898;0.3199892158;0.9716;0.9687;0.2864;3.5944262538;2.0522257296;1.3793155914;10.494505264;6.9280864869;1.1744426727;150;5;3;Firth;0;0.6931471806
0;10000;0.0950988555;0.7342300729;0.9603;0.9966;0.0431;-0.000817753;0.3199894056;0.9716;0.9687;0.2864;3.5944228919;2.0522257138;0.9521578279;10.49449908;6.9280885419;0.975785749;150;5;3;FLAC;0;0.6931471806
0;10000;-0.315125875;1.3225222003;0.9811;0.99;0.0289;-0.013209192;0.3528228768;0.9761;0.973;0.2471;4.2609595497;2.2203963979;0.9763126769;14.084684237;7.2748492442;0.9880853591;150;5;3;DatAug;0;0.6931471806
0;120001;0.5589407426;2.593662166;0.5175;0.5313;0.0212;0.1083003641;1.0528856209;0.5212;0.5193;0.1369;3.8096043707;2.1116998843;;19.72433332;12.567133449;;150;5;3;LXPMLE;0;0.6931471806
0;80181;0.0978910192;0.5855793234;0.9875280619;0.9980044899;0.0124719381;0.0053077222;0.3757275489;0.9876527812;0.9875280619;0.1780992766;5.8777809143;2.5502622128;;9.3721341492;7.5072719631;;150;5;3;Exact;0;0.6931471806
0;80181;0.0978910192;0.5855793234;0.9799201796;0.9958842604;0.0222000499;0.0053077222;0.3757275489;0.9786729858;0.9775505113;0.2339735595;5.0106167793;2.3005366325;;9.3721341492;7.5072719631;;150;5;3;Mid-P;0;0.6931471806
0;10000;-2.069154191;55.8932392;0.9702;0.9978;0.1597;0.056652478;2.2628221971;0.983;0.9823;0.2251;3.2452396878;2.2683992852;1.2208458426;91.564108033;18.423445106;1.1049189303;150;5;3;ML;0.6931471806;0.6931471806
0;10000;0.0191038408;0.6664075904;0.9641;0.9834;0.1968;-0.004873992;0.335543774;0.972;0.9693;0.2732;2.9335928009;2.1029642827;1.5866692415;9.9980567389;7.0944743359;1.2596305972;150;5;3;Firth;0.6931471806;0.6931471806
0;10000;0.0191055163;0.6664072599;0.9641;0.9834;0.1968;-0.004873827;0.3355439943;0.972;0.9693;0.2732;2.9335910996;2.1029643332;1.0905239622;9.9980542596;7.0944766647;1.0442815531;150;5;3;FLAC;0.6931471806;0.6931471806
0;10000;-0.212975542;1.0369382572;0.9797;0.9724;0.1284;-0.004368626;0.3688175524;0.9763;0.9745;0.2337;3.2823806031;2.2735563579;1.1292474216;12.471597274;7.4379185842;1.0626605392;150;5;3;DatAug;0.6931471806;0.6931471806
0;120001;0.4929644542;2.8226180138;0.4717;0.4779;0.0771;0.1377643555;1.1368524006;0.4724;0.474;0.1277;3.0876934712;2.1556701849;;20.576508501;13.058631632;;150;5;3;LXPMLE;0.6931471806;0.6931471806
0;80421;-0.022597837;0.6409893824;0.986694852;0.9941556827;0.0875404128;0.002824162;0.3910113809;0.9870678936;0.9898035315;0.1638895797;4.0098667145;2.6263058186;;9.8055294281;7.6584402548;;150;5;3;Exact;0.6931471806;0.6931471806
0;80421;-0.022597837;0.6409893824;0.9766227307;0.9870678936;0.1264610793;0.002824162;0.3910113809;0.978985327;0.9808505347;0.2214623228;3.5181522369;2.3643553257;;9.8055294281;7.6584402548;;150;5;3;Mid-P;0.6931471806;0.6931471806
0;10000;-0.411192455;19.655252333;0.9688;0.9922;0.5008;0.0947260498;3.309958832;0.9848;0.9769;0.2035;2.8529439061;2.3734064343;1.5679384052;54.29813855;22.282141387;1.2521734725;150;5;3;ML;1.3862943611;0.6931471806
0;10000;0.013912069;0.5936390216;0.963;0.9721;0.5554;-0.009552779;0.3833086328;0.973;0.9646;0.2583;2.6121441737;2.1910247082;2.011630689;9.4364110359;7.5826311344;1.418319671;150;5;3;Firth;1.3862943611;0.6931471806
0;10000;0.0139134443;0.5936391784;0.963;0.9721;0.5554;-0.009552668;0.3833088428;0.973;0.9646;0.2583;2.6121434164;2.1910245906;1.3846619627;9.4364122825;7.5826332115;1.1767166026;150;5;3;FLAC;1.3862943611;0.6931471806
0;10000;-0.107062948;0.7401863996;0.9784;0.9682;0.4599;0.0083364327;0.4161241305;0.9758;0.9725;0.2253;2.8462545097;2.3726135403;1.4488275962;10.536980589;7.9005455239;1.2036725453;150;5;3;DatAug;1.3862943611;0.6931471806
0;120001;0.6163131258;3.6587350363;0.4054;0.4116;0.2181;0.1778792967;1.4438639418;0.4083;0.4082;0.1031;2.7153306159;2.2566029607;;23.426699628;14.716643342;;150;5;3;LXPMLE;1.3862943611;0.6931471806
0;99301;-0.008934418;0.6189932772;0.9873111782;0.9912386707;0.3686807654;0.009637068;0.442212225;0.9887210473;0.9850956697;0.1510574018;3.3932209015;2.7640759945;;9.6358181583;8.1444357544;;150;5;3;Exact;1.3862943611;0.6931471806
0;99301;-0.008934418;0.6189932772;0.9776435045;0.9817724068;0.4465256798;0.009637068;0.442212225;0.9804632427;0.9760322256;0.2033232628;3.0164957047;2.4822413921;;9.6358181583;8.1444357544;;150;5;3;Mid-P;1.3862943611;0.6931471806
0;10000;0.1323855126;8.0138763765;0.9734;0.9809;0.8415;0.1555048634;4.6951954732;0.9851;0.9765;0.1819;2.6827729264;2.4971920355;2.3203481554;34.671046371;26.538261454;1.5232689045;150;5;3;ML;2.0794415417;0.6931471806
0;10000;0.0031366344;0.5057834928;0.9704;0.9665;0.8742;-0.009832495;0.4225753532;0.9739;0.9647;0.2402;2.4639083333;2.2958381569;2.8860293071;8.710196549;7.9615515436;1.6988317477;150;5;3;Firth;2.0794415417;0.6931471806
0;10000;0.0031379263;0.5057839735;0.9704;0.9665;0.8742;-0.009832501;0.4225756083;0.9739;0.9647;0.2402;2.4639081578;2.2958383426;2.043152361;8.7102006878;7.9615539469;1.4293888068;150;5;3;FLAC;2.0794415417;0.6931471806
0;10000;-0.0557618;0.5282205946;0.9824;0.9703;0.8245;0.0323591403;0.4584866625;0.9757;0.9753;0.2168;2.6493669918;2.4919270984;2.1472066423;8.9012970507;8.2929487744;1.4653349932;150;5;3;DatAug;2.0794415417;0.6931471806
0;120001;0.9449372018;6.470576081;0.3956;0.3972;0.3552;0.2662059747;1.8735595532;0.3918;0.3942;0.1028;2.4851771673;2.3433152914;;31.154235862;16.764066719;;150;5;3;LXPMLE;2.0794415417;0.6931471806
0;100001;0.0241080181;0.5499056902;0.9881;0.9887;0.7563;0.022903736;0.490524947;0.9895;0.9866;0.1348;3.1412124634;2.9288649559;;9.0821722914;8.5778052002;;150;5;3;Exact;2.0794415417;0.6931471806
0;100001;0.0241080181;0.5499056902;0.9812;0.9784;0.815;0.022903736;0.490524947;0.9811;0.9771;0.1889;2.8068304062;2.6225686073;;9.0821722914;8.5778052002;;150;5;3;Mid-P;2.0794415417;0.6931471806
0;10000;0.6574947364;17.489830318;0.965;0.9747;0.9667;0.5527299196;16.986094338;0.9735;0.9767;0.1533;2.8227310442;2.710530913;3.2801290488;51.219864777;50.476867481;1.8111126549;150;5;3;ML;2.7725887222;0.6931471806
0;10000;-0.000204382;0.5673008318;0.9711;0.9614;0.9764;0.0022963395;0.5050057308;0.9738;0.9658;0.2129;2.5704743092;2.4799254904;3.9437755833;9.2247018798;8.7034969763;1.9858941521;150;5;3;Firth;2.7725887222;0.6931471806
0;10000;-0.000202917;0.5673016464;0.9711;0.9614;0.9764;0.0022960798;0.5050061381;0.9738;0.9658;0.2129;2.5704749747;2.4799255995;2.8775882031;9.2247085024;8.703500486;1.6963455435;150;5;3;FLAC;2.7725887222;0.6931471806
0;10000;-0.033879429;0.5336655658;0.9827;0.9706;0.963;0.0874058467;0.5674913625;0.973;0.9798;0.2009;2.7625080781;2.717434102;3.0228267167;8.94705733;9.2262508301;1.7386278258;150;5;3;DatAug;2.7725887222;0.6931471806
0;120001;1.6969682637;16.299611527;0.4292;0.4276;0.4317;0.5105136516;3.2256163259;0.4188;0.4229;0.1004;2.5569088095;2.4929363896;;49.44635203;21.996419001;;150;5;3;LXPMLE;2.7725887222;0.6931471806
0;100001;0.0565524877;0.5961232433;0.9913;0.9861;0.9362;0.0468246754;0.5562640674;0.9914;0.9882;0.1103;3.332555294;3.2579541206;;9.4561348599;9.1345284554;;150;5;3;Exact;2.7725887222;0.6931471806
0;100001;0.0565524877;0.5961232433;0.9817;0.9779;0.9576;0.0468246754;0.5562640674;0.9825;0.9791;0.1619;2.969455719;2.8979301453;;9.4561348599;9.1345284554;;150;5;3;Mid-P;2.7725887222;0.6931471806
0;10000;-17.73046856;384.926409;0.95;1;0.0003;0.0053658458;0.1906415598;0.9794;0.9801;0.4009;425523.93744;1.6356349016;0.946820089;310.21218907;6.9036504797;0.9730468072;250;5;5;ML;-2.772588722;0.6931471806
0;10000;1.2922827276;2.0319852324;0.9155;1;0.1894;0.0041028179;0.1730157242;0.9742;0.9732;0.4303;6.6089879997;1.5658784805;1.1089792951;22.538773438;6.5767720847;1.0530808588;250;5;5;Firth;-2.772588722;0.6931471806
0;10000;1.2922847083;2.0319906473;0.9155;1;0.1894;0.0041029409;0.1730157879;0.9742;0.9732;0.4303;6.6089842145;1.5658784904;0.8927257545;22.538803469;6.5767732947;0.9448416558;250;5;5;FLAC;-2.772588722;0.6931471806
0;10000;0.5469214979;0.7805794024;0.9788;1;0.3754;-0.016282851;0.184794845;0.9786;0.973;0.3807;7.6891233749;1.6453723138;0.9073771154;13.969425565;6.7969633839;0.9525634443;250;5;5;DatAug;-2.772588722;0.6931471806
0;120001;1.2922843888;2.0319899207;0.9282;1;0.1603;0.0041029581;0.173015806;0.9779;0.977;0.4062;6.9145984617;1.6212636563;;22.53879944;6.5767736393;;250;5;5;LXPMLE;-2.772588722;0.6931471806
0;100001;1.6063655718;2.825237225;0.9902;1;0.08;0.0040704048;0.1899631101;0.9852;0.9859;0.3267;1E300;1.8190681934;;26.576480321;6.8913552756;;250;5;5;Exact;-2.772588722;0.6931471806
0;100001;1.6063655718;2.825237225;0.9858;1;0.1991;0.0040704048;0.1899631101;0.9783;0.9773;0.3864;1E300;1.6739368439;;26.576480321;6.8913552756;;250;5;5;Mid-P;-2.772588722;0.6931471806
0;10000;-15.42198049;347.44898488;0.9613;1;0.0004;-0.007737179;0.1937521424;0.9779;0.9779;0.3909;411321.54319;1.6378035234;0.9748360836;294.72401704;6.9597439317;0.9873378771;250;5;5;ML;-2.079441542;0.6931471806
0;10000;0.7712856094;1.050861189;0.944;1;0.1436;-0.008658688;0.1757486707;0.9727;0.9705;0.423;6.5879118938;1.5680984582;1.1389456672;16.208494602;6.6285117236;1.0672139744;250;5;5;Firth;-2.079441542;0.6931471806
0;10000;0.7712875354;1.0508642687;0.944;1;0.1436;-0.008658575;0.1757487259;0.9727;0.9705;0.423;6.587908149;1.568098501;0.9207954518;16.208518353;6.6285127657;0.959580873;250;5;5;FLAC;-2.079441542;0.6931471806
0;10000;0.0953494711;0.7267151254;0.9751;1;0.3091;-0.028051876;0.1883612937;0.9763;0.9695;0.3753;7.6339775552;1.6473893936;0.933920563;13.47882715;6.8622389507;0.9663956555;250;5;5;DatAug;-2.079441542;0.6931471806
0;120001;0.7712872471;1.050864038;0.9537;1;0.1204;-0.008658552;0.1757487499;0.9755;0.9746;0.3969;6.9001323101;1.6239847542;;16.208516573;6.6285132177;;250;5;5;LXPMLE;-2.079441542;0.6931471806
0;100001;0.9926713959;1.2470371845;0.9908;1;0.0561;-0.009040178;0.1929840035;0.9826;0.9829;0.3165;1E300;1.8218636513;;17.656706831;6.9459341254;;250;5;5;Exact;-2.079441542;0.6931471806
0;100001;0.9926713959;1.2470371845;0.9814;1;0.1485;-0.009040178;0.1929840035;0.9765;0.9757;0.3788;1E300;1.6764640808;;17.656706831;6.9459341254;;250;5;5;Mid-P;-2.079441542;0.6931471806
0;10000;-11.65402008;271.72407104;0.9639;1;0.001;-0.005004237;0.2602824089;0.981;0.9785;0.3807;310528.18467;1.6419535706;0.9570321464;260.63579524;8.0666351235;0.9782801983;250;5;5;ML;-1.386294361;0.6931471806
0;10000;0.3497970473;0.6970833854;0.9532;1;0.1037;-0.008754745;0.175116173;0.9741;0.9709;0.4138;6.4852432481;1.5718977084;1.1220827999;13.201168371;6.6165733769;1.0592840978;250;5;5;Firth;-1.386294361;0.6931471806
0;10000;0.3497988297;0.6970845321;0.9532;1;0.1037;-0.00875463;0.1751162246;0.9741;0.9709;0.4138;6.4852271739;1.5718977325;0.9045123773;13.201179229;6.6165743524;0.9510585562;250;5;5;FLAC;-1.386294361;0.6931471806
0;10000;-0.212772864;1.0213310961;0.9791;1;0.216;-0.025695193;0.1869302;0.9789;0.9705;0.3649;7.4011830639;1.6509968661;0.9149240311;15.979135584;6.8361209753;0.9565166131;250;5;5;DatAug;-1.386294361;0.6931471806
0;120001;0.3497986362;0.6970847081;0.9599;1;0.0856;-0.008754594;0.1751162631;0.9786;0.9757;0.387;6.8561387749;1.6279833683;;13.201180895;6.616575078;;250;5;5;LXPMLE;-1.386294361;0.6931471806
0;100001;0.442415955;0.5180685198;0.9894;0.9999;0.0393;-0.008708021;0.1919357246;0.9858;0.9828;0.3059;1E300;1.8268465996;;11.380559299;6.9270434635;;250;5;5;Exact;-1.386294361;0.6931471806
0;100001;0.442415955;0.5180685198;0.9826;0.9999;0.108;-0.008708021;0.1919357246;0.979;0.9759;0.3677;1E300;1.6808271408;;11.380559299;6.9270434635;;250;5;5;Mid-P;-1.386294361;0.6931471806
0;10000;-6.537091424;156.79513207;0.965;1;0.0026;-0.003406629;0.2724334136;0.9777;0.9778;0.389;4.128685411;1.6580457696;0.9887610024;197.98682537;8.2527785254;0.9943646224;250;5;5;ML;-0.693147181;0.6931471806
0;10000;0.1208645439;0.6387724143;0.9577;0.9998;0.0481;-0.00389576;0.1842525708;0.97;0.969;0.4174;3.5501244798;1.5867018776;1.1668861091;12.636973671;6.7869833283;1.080225027;250;5;5;Firth;-0.693147181;0.6931471806
0;10000;0.1208660958;0.6387724621;0.9577;0.9998;0.0481;-0.003895673;0.1842526218;0.97;0.969;0.4174;3.5501223697;1.5867018851;0.934080002;12.636974144;6.786984268;0.9664781436;250;5;5;FLAC;-0.693147181;0.6931471806
0;10000;-0.280153012;1.145795594;0.9777;0.9973;0.1017;-0.016619886;0.1957981942;0.975;0.9704;0.3778;4.1085051825;1.6654250012;0.9433736153;16.924801284;6.9963953964;0.9712742225;250;5;5;DatAug;-0.693147181;0.6931471806
0;120001;0.1208660247;0.6387728566;0.9633;0.9999;0.0382;-0.003895613;0.1842526918;0.9745;0.9739;0.3922;3.6936598189;1.6434682343;;12.636978047;6.7869855569;;250;5;5;LXPMLE;-0.693147181;0.6931471806
0;100001;0.0772201664;0.4291510635;0.9885;1;0.0165;-0.0024338;0.20192848;0.9856;0.9842;0.3169;5.7306289673;1.8458843231;;10.357980782;7.1050770576;;250;5;5;Exact;-0.693147181;0.6931471806
0;100001;0.0772201664;0.4291510635;0.9782;0.9995;0.0473;-0.0024338;0.20192848;0.9752;0.9749;0.3775;4.8827171326;1.6972005367;;10.357980782;7.1050770576;;250;5;5;Mid-P;-0.693147181;0.6931471806
0;10000;-2.493694926;60.557492301;0.9702;0.9999;0.0299;0.0006137712;0.1978304084;0.9803;0.9777;0.3758;3.0330231155;1.6711454266;1.0543706789;123.04215975;7.0326099065;1.0268255348;250;5;5;ML;0;0.6931471806
0;10000;0.0139892915;0.5667747946;0.9628;0.9876;0.0496;-0.003596441;0.1797766309;0.9744;0.9707;0.4076;2.7763743087;1.5994413316;1.2544326613;11.90351623;6.7040404022;1.1200145809;250;5;5;Firth;0;0.6931471806
0;10000;0.0139905496;0.5667745556;0.9628;0.9876;0.0496;-0.003596367;0.1797766758;0.9744;0.9707;0.4076;2.7763740117;1.5994414015;0.9967644003;11.903513721;6.7040412402;0.9983808894;250;5;5;FLAC;0;0.6931471806
0;10000;-0.222622758;0.9236300492;0.9787;0.9729;0.0484;-0.011106185;0.1893248435;0.9774;0.9728;0.3697;3.0698047577;1.6769683842;1.0065087777;15.195641227;6.8797682284;1.0032491105;250;5;5;DatAug;0;0.6931471806
0;120001;0.0139906466;0.5667748768;0.9694;0.9906;0.04;-0.003596287;0.1797767654;0.9778;0.975;0.3817;2.8845729939;1.6566835983;;11.903517094;6.7040429104;;250;5;5;LXPMLE;0;0.6931471806
0;100001;-0.085590449;0.5178147661;0.9877;0.9969;0.0154;-0.000554041;0.1968329358;0.9864;0.9833;0.3084;3.7566244602;1.8614113331;;11.377771817;7.0148580842;;250;5;5;Exact;0;0.6931471806
0;100001;-0.085590449;0.5178147661;0.9786;0.9882;0.0332;-0.000554041;0.1968329358;0.9779;0.9757;0.3635;3.2936573029;1.7109870911;;11.377771817;7.0148580842;;250;5;5;Mid-P;0;0.6931471806
0;10000;-0.477281678;11.360799409;0.9723;0.9958;0.2334;0.0015244889;0.2082591069;0.9846;0.977;0.362;2.4112107903;1.7153162743;1.2077967129;53.293525426;7.2155926106;1.0989980495;250;5;5;ML;0.6931471806;0.6931471806
0;10000;0.0060636641;0.4081722875;0.9658;0.9783;0.2592;-0.005901289;0.1889320769;0.9781;0.9695;0.3965;2.2694123567;1.6379101926;1.4362237196;10.101637089;6.8726282616;1.1984255169;250;5;5;Firth;0.6931471806;0.6931471806
0;10000;0.0060646727;0.4081722447;0.9658;0.9783;0.2592;-0.00590127;0.1889321154;0.9781;0.9695;0.3965;2.269412239;1.6379102495;1.1389136357;10.101636559;6.8726289625;1.0671989672;250;5;5;FLAC;0.6931471806;0.6931471806
0;10000;-0.110945352;0.5324287723;0.9793;0.9693;0.1965;-0.00625504;0.1976984405;0.9808;0.9729;0.3648;2.4211879435;1.7179035087;1.1551899883;11.537209068;7.0302638739;1.07479765;250;5;5;DatAug;0.6931471806;0.6931471806
0;120001;0.0060648576;0.408172432;0.9716;0.9825;0.2366;-0.005901152;0.188932255;0.9825;0.9744;0.3696;2.3676435049;1.6998250302;;10.101638877;6.8726315017;;250;5;5;LXPMLE;0.6931471806;0.6931471806
0;100001;-0.067699909;0.4514590542;0.987;0.9911;0.1459;0.0003234771;0.2070176456;0.9888;0.9826;0.2938;2.805352211;1.913022995;;10.623782921;7.1940538917;;250;5;5;Exact;0.6931471806;0.6931471806
0;100001;-0.067699909;0.4514590542;0.9775;0.9808;0.1952;0.0003234771;0.2070176456;0.9825;0.9757;0.3536;2.5175333023;1.7558217049;;10.623782921;7.1940538917;;250;5;5;Mid-P;0.6931471806;0.6931471806
0;10000;-0.060891816;1.8906661141;0.9717;0.9833;0.7104;0.0146864807;0.3021837006;0.9803;0.9768;0.3313;2.1239188066;1.7921536898;1.5917076785;21.740895302;8.691715892;1.2616289782;250;5;5;ML;1.3862943611;0.6931471806
0;10000;0.0097004532;0.3155975468;0.9658;0.9735;0.7361;-0.001686112;0.2110087913;0.9726;0.9708;0.3686;2.0122043425;1.7059667819;1.8903133246;8.8825326731;7.2630708269;1.3748866588;250;5;5;Firth;1.3862943611;0.6931471806
0;10000;0.0097013661;0.3155976771;0.9658;0.9735;0.7361;-0.001686174;0.2110088513;0.9726;0.9708;0.3686;2.0122044642;1.7059668469;1.487788464;8.8825345069;7.263071858;1.2197493447;250;5;5;FLAC;1.3862943611;0.6931471806
0;10000;-0.052430503;0.3491122714;0.9767;0.9713;0.6741;0.0080694876;0.2205541441;0.9737;0.9756;0.3426;2.1198086186;1.7936017904;1.5182556692;9.3422731627;7.4255327106;1.232175178;250;5;5;DatAug;1.3862943611;0.6931471806
0;120001;0.0097016155;0.3155978105;0.9718;0.9774;0.7141;-0.001685999;0.2110090509;0.9767;0.9758;0.3401;2.1021341173;1.7755876448;;8.8825363852;7.2630752939;;250;5;5;LXPMLE;1.3862943611;0.6931471806
0;100001;-0.016976675;0.3487867103;0.9845;0.9865;0.5969;0.010848627;0.2335313108;0.9851;0.9852;0.2685;2.4156093597;2.0086705685;;9.3379161254;7.6408656383;;250;5;5;Exact;1.3862943611;0.6931471806
0;100001;-0.016976675;0.3487867103;0.9751;0.9774;0.6714;0.010848627;0.2335313108;0.9764;0.9773;0.3257;2.189552784;1.8382549286;;9.3379161254;7.6408656383;;250;5;5;Mid-P;1.3862943611;0.6931471806
0;10000;0.0311579727;0.9865218689;0.9735;0.979;0.9619;0.0249621276;0.4610352248;0.9835;0.9743;0.3032;2.0087434909;1.8812287193;2.399613103;15.704472841;10.735865415;1.549068463;250;5;5;ML;2.0794415417;0.6931471806
0;10000;0.0043608558;0.2825488548;0.9671;0.9724;0.9676;-0.00568965;0.2376877305;0.9755;0.9673;0.344;1.9066301288;1.7856694132;2.7988407617;8.4045947964;7.7085622938;1.6729736285;250;5;5;Firth;2.0794415417;0.6931471806
0;10000;0.0043617262;0.2825490206;0.9671;0.9724;0.9676;-0.005689884;0.2376878567;0.9755;0.9673;0.344;1.9066301816;1.785669567;2.2342156714;8.4045972624;7.7085643389;1.494729297;250;5;5;FLAC;2.0794415417;0.6931471806
0;10000;-0.031023501;0.2844607234;0.9773;0.9734;0.9546;0.0179120949;0.2476972893;0.9756;0.9752;0.3288;1.9947512753;1.8786859523;2.2855034843;8.4329817301;7.8692008688;1.5117881744;250;5;5;DatAug;2.0794415417;0.6931471806
0;120001;0.0043620546;0.2825491925;0.9733;0.9773;0.9627;-0.005689646;0.2376880983;0.9788;0.9731;0.3141;1.9934287517;1.8622315995;;8.4045998195;7.7085682579;;250;5;5;LXPMLE;2.0794415417;0.6931471806
0;99991;0.0113745111;0.30084357;0.9847984798;0.9854985499;0.9328932893;0.0165542517;0.2653415913;0.9862986299;0.9839983998;0.2440244024;2.2626042366;2.1168589592;;8.6724213754;8.1446545555;;250;5;5;Exact;2.0794415417;0.6931471806
0;99991;0.0113745111;0.30084357;0.9756975698;0.9787978798;0.9529952995;0.0165542517;0.2653415913;0.9786978698;0.9758975898;0.3053305331;2.0589828491;1.9320845604;;8.6724213754;8.1446545555;;250;5;5;Mid-P;2.0794415417;0.6931471806
0;10000;0.0939163006;1.448586561;0.9771;0.9735;0.9974;0.062893707;0.9148122788;0.9857;0.9733;0.2638;2.1054628744;2.0404489184;3.4484480552;19.030150821;15.122931915;1.8569997456;250;5;5;ML;2.7725887222;0.6931471806
0;10000;0.0030042122;0.310111297;0.9716;0.9649;0.9979;0.0007535352;0.2818060047;0.9734;0.9656;0.3138;1.9836440016;1.9238693326;3.9590396056;8.8049886006;8.3935392526;1.9897335514;250;5;5;Firth;2.7725887222;0.6931471806
0;10000;0.0030052513;0.3101115842;0.9716;0.9649;0.9979;0.000753192;0.2818063336;0.9734;0.9656;0.3138;1.9836443766;1.9238694682;3.1932560062;8.804992677;8.3935441505;1.7869683842;250;5;5;FLAC;2.7725887222;0.6931471806
0;10000;-0.0233235;0.2987348428;0.9784;0.9696;0.9963;0.045913308;0.2961569655;0.9728;0.9778;0.3093;2.0743117925;2.0339266695;3.2707124675;8.6419737731;8.6046058231;1.808511119;250;5;5;DatAug;2.7725887222;0.6931471806
0;120001;0.0030057207;0.3101117587;0.9769;0.9714;0.9974;0.0007533816;0.2818065585;0.9785;0.9726;0.2819;2.0837374646;2.0142661406;;8.8049951551;8.3935474991;;250;5;5;LXPMLE;2.7725887222;0.6931471806
0;100001;0.0371729444;0.3305297796;0.9862;0.9858;0.9931;0.0391940005;0.3214101579;0.9877;0.9857;0.2149;2.3779809475;2.3191154003;;9.0902389899;8.9639578021;;250;5;5;Exact;2.7725887222;0.6931471806
0;100001;0.0371729444;0.3305297796;0.9772;0.9768;0.9962;0.0391940005;0.3214101579;0.978;0.9763;0.2753;2.1587193012;2.1051168442;;9.0902389899;8.9639578021;;250;5;5;Mid-P;2.7725887222;0.6931471806
0;10000;-15.04028432;329.92259097;0.955;1;0.0324;-0.008260357;0.0883304384;0.9771;0.9747;0.6566;303008.8123;1.1359095876;0.9347726311;406.15427547;6.6456917769;0.9668364035;500;5;10;ML;-2.772588722;0.6931471806
0;10000;0.7401026397;0.919712531;0.9505;1;0.7556;-0.008419327;0.0845713634;0.9741;0.9702;0.6688;6.6598490331;1.1118407943;1.0132117324;21.444259499;6.5027441686;1.0065841904;500;5;10;Firth;-2.772588722;0.6931471806
0;10000;0.7401084122;0.9197198971;0.9505;1;0.7556;-0.008419264;0.0845713905;0.9741;0.9702;0.6688;6.6598449504;1.1118407964;0.9093537118;21.444345374;6.5027452073;0.9536003942;500;5;10;FLAC;-2.772588722;0.6931471806
0;10000;0.2098970462;0.6225652831;0.9669;1;0.8566;-0.019387344;0.0875824823;0.9774;0.9693;0.638;7.2005697793;1.1399638241;0.9154880829;17.643203834;6.6174950821;0.9568114145;500;5;10;DatAug;-2.772588722;0.6931471806
0;120001;0.7516486457;0.949999945;0.9024;0.9503;0.696;-0.003980909;0.0851803784;0.9266;0.9259;0.628;6.8222347683;1.1346249413;;21.794494087;6.526115934;;500;5;10;LXPMLE;-2.772588722;0.6931471806
0;10000;-10.99775174;250.45181837;0.9619;1;0.0483;-0.005357203;0.0879276351;0.977;0.9759;0.6629;212734.18166;1.1357113429;0.9430214083;353.87273021;6.6305216669;0.9710928937;500;5;10;ML;-2.079441542;0.6931471806
0;10000;0.3398630774;0.6298404474;0.9529;1;0.6142;-0.005672774;0.0842071498;0.9741;0.9729;0.6766;6.6097870925;1.1118632782;1.024920122;17.745991764;6.4887267536;1.0123833868;500;5;10;Firth;-2.079441542;0.6931471806
0;10000;0.3398678849;0.6298412377;0.9529;1;0.6142;-0.005672712;0.0842071753;0.9741;0.9729;0.6766;6.6097861752;1.1118632797;0.9180567368;17.746002897;6.4887277382;0.9581527732;500;5;10;FLAC;-2.079441542;0.6931471806
0;10000;-0.09830428;0.8318540061;0.9771;1;0.7199;-0.015536789;0.0869563487;0.9768;0.9724;0.644;6.9879470252;1.1395380078;0.9219536963;20.394288491;6.5937981723;0.9601841992;500;5;10;DatAug;-2.079441542;0.6931471806
0;120001;0.3580541875;0.6490312883;0.923;0.9652;0.5663;-0.002933798;0.0846934078;0.9415;0.9414;0.6424;3.6676366982;1.1340375469;;18.014317754;6.5074345111;;500;5;10;LXPMLE;-2.079441542;0.6931471806
0;10000;-6.068407788;142.10253394;0.9635;1;0.0484;-0.005419644;0.0880444928;0.9774;0.9752;0.664;4.0163617654;1.1408797746;0.9508092808;266.55443529;6.6349262527;0.9750944984;500;5;10;ML;-1.386294361;0.6931471806
0;10000;0.1037364187;0.5919781965;0.9588;1;0.3937;-0.005902662;0.084330828;0.9752;0.972;0.678;3.4846202778;1.1164784057;1.0362729583;17.204333706;6.4934901229;1.0179749301;500;5;10;Firth;-1.386294361;0.6931471806
